"Titre de tracé : 20156686"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20156686, SEN S/N: 20156686)","Coupleur détaché (LGR S/N: 20156686)","Coupleur attaché (LGR S/N: 20156686)","Hôte connecté (LGR S/N: 20156686)","Arrêté (LGR S/N: 20156686)","Fin de fichier (LGR S/N: 20156686)"
425,07/08/19 04:55:34 AM,2.195,,,,,
426,07/08/19 05:25:34 AM,2.195,,,,,
427,07/08/19 05:55:34 AM,2.303,,,,,
428,07/08/19 06:25:34 AM,2.410,,,,,
429,07/08/19 06:55:34 AM,2.517,,,,,
430,07/08/19 07:25:34 AM,2.517,,,,,
431,07/08/19 07:55:34 AM,2.624,,,,,
432,07/08/19 08:25:34 AM,4.311,,,,,
433,07/08/19 08:55:34 AM,3.998,,,,,
434,07/08/19 09:25:34 AM,3.472,,,,,
435,07/08/19 09:55:34 AM,3.472,,,,,
436,07/08/19 10:25:34 AM,5.655,,,,,
437,07/08/19 10:55:34 AM,4.311,,,,,
438,07/08/19 11:25:34 AM,3.893,,,,,
439,07/08/19 11:55:34 AM,5.450,,,,,
440,07/08/19 12:25:34 PM,6.573,,,,,
441,07/08/19 12:55:34 PM,7.481,,,,,
442,07/08/19 01:25:34 PM,7.179,,,,,
443,07/08/19 01:55:34 PM,6.775,,,,,
444,07/08/19 02:25:34 PM,6.775,,,,,
445,07/08/19 02:55:34 PM,6.877,,,,,
446,07/08/19 03:25:34 PM,6.978,,,,,
447,07/08/19 03:55:34 PM,5.757,,,,,
448,07/08/19 04:25:34 PM,5.244,,,,,
449,07/08/19 04:55:34 PM,5.450,,,,,
450,07/08/19 05:25:34 PM,5.655,,,,,
451,07/08/19 05:55:34 PM,5.450,,,,,
452,07/08/19 06:25:34 PM,5.347,,,,,
453,07/08/19 06:55:34 PM,5.037,,,,,
454,07/08/19 07:25:34 PM,4.934,,,,,
455,07/08/19 07:55:34 PM,4.831,,,,,
456,07/08/19 08:25:34 PM,4.831,,,,,
457,07/08/19 08:55:34 PM,4.831,,,,,
458,07/08/19 09:25:34 PM,4.727,,,,,
459,07/08/19 09:55:34 PM,4.623,,,,,
460,07/08/19 10:25:34 PM,4.519,,,,,
461,07/08/19 10:55:34 PM,4.623,,,,,
462,07/08/19 11:25:34 PM,4.415,,,,,
463,07/08/19 11:55:34 PM,4.311,,,,,
464,07/09/19 12:25:34 AM,4.102,,,,,
465,07/09/19 12:55:34 AM,3.998,,,,,
466,07/09/19 01:25:34 AM,3.893,,,,,
467,07/09/19 01:55:34 AM,3.578,,,,,
468,07/09/19 02:25:34 AM,3.367,,,,,
469,07/09/19 02:55:34 AM,3.049,,,,,
