Parcelle;Traitement;Herbivorie_enveloppe;Herbivorie;Sp;nb_ind;m_frais;nb_emb1;nb_emb2;nb_emb3;nb_emb4;nb_emb5;nb_emb6;nb_emb7;nb_emb8;nb_emb9;nb_emb10;nb_emb_moy;m_vert;m_brun;Fonct_H1;Fonct_H2;Fonct_H3;Fonct_H4;Fonct_H5;Fonct_H6;Fonct_H7;Fonct_H8;Fonct_H9;Fonct_H10;Fonct_H_moy;Vert_H1;Vert_H2;Vert_H3;Vert_H4;Vert_H5;Vert_H6;Vert_H7;Vert_H8;Vert_H9;Vert_H10;Vert_H_moy;An1_H1;An1_H2;An1_H3;An1_H4;An1_H5;An1_H6;An1_H7;An1_H8;An1_H9;An1_H10;An1_H_moy;An2_H1;An2_H2;An2_H3;An2_H4;An2_H5;An2_H6;An2_H7;An2_H8;An2_H9;An2_H10;An2_H_moy;An3_H1;An3_H2;An3_H3;An3_H4;An3_H5;An3_H6;An3_H7;An3_H8;An3_H9;An3_H10;An3_H_moy;An4_H1;An4_H2;An4_H3;An4_H4;An4_H5;An4_H6;An4_H7;An4_H8;An4_H9;An4_H10;An4_H_moy;An5_H1;An5_H2;An5_H3;An5_H4;An5_H5;An5_H6;An5_H7;An5_H8;An5_H9;An5_H10;An5_H_moy;pH_1;pH_2;pH_3;pH_moy;T_pièce;P_Ulaval;P_CNETE;Si;LA;dNormC13;dNNorm15;%C;%N;Ratio_CN
H1;PO;Brouté;Témoin;Pol.sp;10;0,1724;1;2;1;1;1;1;1;1;1;1;1,1;0,0079;0,0298;1,5;2,2;0,7;2;1,7;1;2;1,5;1;1;1,46;0;0,2;0,1;0,8;1;0;0;1,5;0;0;0,36;0,6;0,9;0,5;0,5;0,3;1,3;0,5;0,5;0,5;;0,6222222222;1;1,1;1,2;0,3;0,5;;0,8;1;1;;0,8625;;;;0,2;;;;;1,3;;0,75;;;;0,6;;;;;;;0,6;;;;;;;;;;;;4,4;4,44;;4,42;21,5;0,06;;;3,1585518102372;-27,4602312660342;-3,34043183588882;27,5192176815972;0,595461674780324;46,2149267486434
H1;PO;Brouté;Témoin;Hep.sp;10;0,1;2;2;2;1;2;1;1;4;1;1;1,7;0,0144;0;1,7;2;2;1,5;1;1,2;1,2;1,2;1,5;1;1,43;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,56;4,62;;4,59;21,5;0,08;;;2,52490886998785;-27,3400915377146;-3,626430984932;25,1163083367101;0,679057298912224;36,9870235942442
H1;PO;Brouté;Témoin;Ple.sch;1;0,1674;1;;;;;;;;;;1;0;0,0247;4,5;;;;;;;;;;4,5;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,45;4,46;;4,455;21,5;0,08;;;2,63773357444243;-27,6791956095845;-2,80831777287311;22,2709222751812;0,523393780693438;42,550987605689
H1;PO;Brouté;Témoin;Sco.cos;10;0,1588;1;2;5;6;2;6;6;3;2;3;3,6;0,005;0,0182;1,5;2;1,9;2,2;2,3;1,8;2,7;2,5;2,5;1,9;2,13;0;0,9;1;1;1,8;1,5;0;0,5;1;1,1;0,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,19;4,75;4,54;4,49333333333333;21,3;0,09;;;3,92731677771048;-27,3488113567056;-2,35402660755623;19,1677535227828;0,553260716444226;34,6450650716226
ROC3;1;Non Brouté;Exclos;Cin.lat;10;0,4152;1;1;1;1;1;1;3;4;2;4;1,9;0,0038;0,0232;2,2;1,7;1,9;1,8;1,7;1,8;2,7;2,3;3,5;2,4;2,2;0,6;0,4;0,5;0,3;0,6;0,4;0,2;0,3;0;0,5;0,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,8;6,05;5,9;5,91666666666667;21,3;;557;636;5,99878419452888;-26,567903122628;0,155761843230853;34,5793128348427;1,08905422115641;31,7516907451353
ROC3;1;Non Brouté;Exclos;Sco.rev;10;0,5761;10;4;4;3;25;3;1;1;1;1;5,3;0,0145;0,0308;2,5;2;2,5;3;4;4,6;3,4;2,7;3,4;1,6;2,97;0,5;2,2;0;1,7;0;0,8;0,3;2,1;0,6;0;0,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,78;6;;5,89;21,3;;452;362;8,95795246800731;-27,5464605871669;-0,0884074982992082;37,3598603447392;0,879503231783428;42,4783661897206
ROC3;1;Non Brouté;Exclos;Mee.tri;4;0,2527;1;1;4;5;;;;;;;2,75;0,0076;0,0055;;;;;;;;;;;;1,5;1,5;1,2;1,5;;;;;;;1,425;0,6;0,8;0,8;0,7;0,7;0,5;;;;;0,6833333333;;;0,6;0,5;0,3;0,3;;;;;0,425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;422;273;3,68068251066423;-25,6978589610875;-0,00669345571544289;39,4347929803897;0,914433488193928;43,124834653941
ROC3;1;Non Brouté;Exclos;Bry.pse;5;0,0503;2;1;1;4;2;;;;;;2;0,0018;0,0049;2;2,6;1,5;1,4;1,1;;;;;;1,72;0,6;0,4;0,3;0;0;;;;;;0,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;544;341;1,15398660986001;-26,5117087335753;0,109068104611558;36,2817482439964;1,06490688370954;34,0703481205899
ROC3;1;Non Brouté;Exclos;Sco.cos;8;0,0899;8;1;3;4;1;1;1;1;;;2,5;0,0041;0,004;2;2,7;3,1;2,8;1,2;0,8;8;1,3;;;2,7375;1,2;0,2;1,8;1,7;0;1,2;0;0;;;0,7625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;562;516;2,24009900990099;-27,7169814918786;-0,207087417289915;35,8515269814483;0,984875802223452;36,4020792271574
ROC3;1;Brouté;Témoin;Sco.rev;10;0,2785;1;2;3;1;1;3;2;1;2;4;2;0,0006;0,0233;1,9;2,5;3;1,6;1,5;1,9;2,3;2,1;1,6;0,9;1,93;0;0,2;0;0,3;0;0;0,2;0;0;0,3;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,62;4,9;;4,76;21,3;0,12;;;5,16502463054187;-30,1168694519408;-0,494059352554329;29,7408733743441;1,10153663558811;26,9994409749844
ROC3;1;Brouté;Témoin;Cal.ric;10;0,2236;3;2;6;3;2;4;1;4;2;2;2,9;0,0005;0,0241;2,4;2;2,1;1,7;2,1;2,1;2;2,4;2,2;2,5;2,15;0;0;0;0;0;0;0;0,4;0;0;0,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,11;;;5,90594059405941;-30,0277335244778;-0,377325006006093;30,6903705225757;1,04850120563024;29,2707059923008
ROC3;1;Brouté;Témoin;Mee.tri;10;0,2136;2;4;1;3;3;2;3;2;1;3;2,4;0,0073;0,0192;1,8;1,9;1,5;1,9;2,6;2;1,9;2,2;1,6;1,4;1,88;0,8;0,9;0,6;0,4;0,5;0,6;0,5;0,4;0,7;0,6;0,6;0,6;0,5;0,5;0,7;0,4;0,4;0,6;0,7;0,5;0,7;0,56;;0,5;0,6;0,6;0,5;0,5;0,9;0,6;0,4;0,6;0,5777777778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,89;4,68;;4,785;21,3;;;;5,18076688983567;-29,0675845666976;-0,726555259429566;29,3919028092066;1,07624695057515;27,3096270270493
ROC3;6;Non Brouté;Exclos;Sco.rev;10;0,3141;3;1;1;1;1;3;2;1;2;5;2;0,0046;0,0246;2,9;1,9;2,6;3,4;2,2;2,8;2,5;3,2;2,3;4,1;2,79;0,4;1,2;1;0;0,4;0,5;0,5;0,2;0,3;0,1;0,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,5;7,41;;7,455;21,7;0,11;;;6,04126213592233;-29,6954115340453;0,670365754264327;29,9955326474192;1,28914231542161;23,2678210067206
ROC3;6;Non Brouté;Exclos;Dre.arc;10;0,2244;1;3;1;3;2;1;1;1;1;2;1,6;0,0041;0,0204;1,6;2,1;3,3;3,8;2,5;2,6;2,8;3,2;2,8;1,6;2,63;0,5;0,5;0,3;0,3;0,6;0,9;0,5;0,4;0;0;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,05;7,11;;7,08;21,7;;851;722;4,35474006116208;-29,294299860462;0,32599943194703;31,3001682928181;1,24020630761695;25,2378721996352
ROC3;6;Brouté;Témoin;Sco.rev;10;0,2413;1;1;1;2;3;4;2;5;1;2;2,2;0,0068;0,0134;1,9;2,2;4;1,6;2,3;1,5;2,5;3,5;1,7;2,2;2,34;0,2;0,9;0,6;0,3;0,6;0,7;0,9;0,7;0,6;0,7;0,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,22;6,27;;6,245;21,7;;916;1437;4,72400224845419;-31,3725233866362;1,01862322146657;32,239560820763;1,43985070032654;22,3909053997414
ROC3;6;Brouté;Témoin;Rhi.pun;4;0,0791;1;1;1;1;;;;;;;1;0,0035;0,0074;1,4;1,3;1,5;1,8;;;;;;;1,5;0,6;1,3;1,2;0,9;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1003;1435;1,87330316742081;-29,1877242950172;1,26376534921786;32,7880683974053;1,61921423526808;20,2493701471052
ROC3;6;Brouté;Témoin;Dre.arc;6;0,0765;1;1;1;4;3;1;;;;;1,83333333333333;0,0018;0,0046;1,3;1,6;1,6;1,9;2,2;1,7;;;;;1,71666666666667;0,7;0,6;0,6;1,2;0;0,7;;;;;0,633333333333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;869;1272;1,7337807606264;-30,848365378403;0,851303991414093;32,7421536233542;1,34557603701738;24,3331872169266
ROC3;6;Brouté;Témoin;Sco.cos;5;0,064;3;2;1;1;2;;;;;;1,8;0,0007;0,0048;2,4;3,9;2,2;1,6;1,8;;;;;;2,38;0;1;0;0;0,8;;;;;;0,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,08;6,18;;6,13;21,7;;925;1198;1,45536215609208;-31,3928696309484;1,04294287699745;32,2231315472314;1,44731293210887;22,2641080808138
ROC3;6;Brouté;Témoin;Mee.tri;5;0,0954;3;1;1;3;2;;;;;;2;0,001;0,004;2,3;2,2;1,5;1,8;2,7;;;;;;2,1;1;1;0,9;0,8;0,7;;;;;;0,88;0,8;1,1;1;0,8;0,9;;;;;;0,92;0,7;0,6;;;;;;;;;0,65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;861;1280;1,91580098414434;-28,536644477027;1,28711221852751;34,6164257461888;1,35461403764199;25,5544566823229
ROC3;10;Non Brouté;Exclos;Bry.pse;10;0,1244;3;3;1;1;1;5;2;4;1;1;2,2;0,0002;0,0137;2,3;1,5;1,7;2,3;3;3;1,7;2;2,2;2;2,17;0;0;0;0;0,7;0;0;0;0;0;0,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,47;5,23;5,27;5,32333333333333;21,7;0,29;;;2,99674267100977;-27,6065304513267;-0,402617447758211;38,80613345315;1,15717398907126;33,5352624753477
ROC3;10;Non Brouté;Exclos;Mee.tri;10;0,3194;1;5;4;3;5;4;2;3;2;1;3;0,0064;0,0213;2,8;4,5;2,4;2;3;1,8;2;2;2;2;2,45;0;0;0;1;0;0,7;0,5;0,6;0,7;0,6;0,41;0,6;0,7;0,9;0,5;1,5;0,7;0,9;1,3;0,6;1,2;0,89;0,6;;0,5;0,4;;0,4;;;0,9;;0,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,88;6,99;;6,935;21,7;;1567;439;5,68421052631579;-26,8905364252928;-0,0115573868216194;35,8980940476473;0,974406561209664;36,8409814513996
ROC3;10;Non Brouté;Exclos;Sco.rev;10;0,1981;1;1;3;2;2;1;1;1;1;1;1,4;0,0005;0,0128;2,6;2,3;1,5;2;1,8;1,5;1,8;1;1,5;1,2;1,72;0;0;0;0;0;0;0,2;0,2;0,3;0,4;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,82;6,85;;6,835;21,7;;1808;180;3,24149108589951;-26,7510193214378;-0,119536657378738;35,4274533138045;0,962875751503006;36,7933798919578
ROC3;10;Non Brouté;Exclos;Sco.cos;5;0,1114;1;1;4;3;4;;;;;;2,6;0,001;0,0075;2,5;2,6;2;2;1,5;;;;;;2,12;0;0;1;0,3;0;;;;;;0,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,17;6,8;6,75;6,57333333333333;21,7;;1584;200;2,05808219178082;-27,0736526241025;-0,369542716236211;34,2087227445151;0,970187194782888;35,2599198674957
ROC3;10;Brouté;Témoin;Bry.pse;10;0,0818;1;1;1;1;1;1;1;1;1;;0,9;0,0006;0,0109;3,8;4,1;3,5;2,5;1,3;2,3;1,7;2,3;1,5;;2,3;0;0;0;0,2;0,3;0;0;0;0,3;0;0,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,71;6,66;;6,685;21,7;0,25;;;2,23342465753425;-26,6047201361453;-0,428882675731564;36,0451297328011;1,51358723616193;23,814372156178
ROC3;10;Brouté;Témoin;Sco.cos;10;0,1817;1;1;1;4;1;1;2;5;1;2;1,9;0;0,0139;2;2,5;2,9;3,2;3,5;2,6;2,5;3;2,8;2;2,7;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,47;7,11;7,2;7,26;21,7;0,2;;;3,82135076252723;-26,6686654754122;-0,101053719175267;34,8375181217165;1,05564703690812;33,0011044446749
ROC3;10;Brouté;Témoin;Cal.ric;10;0,2623;1;2;2;4;1;3;1;1;1;7;2,3;0,0047;0,0117;3,5;3,2;2,5;3,8;2,2;3,4;3,5;1,7;3;2;2,88;0;0;0,5;1,5;0;0;0;1,7;0;2;0,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,67;6,61;;6,64;21,7;;;;4,68733007069059;-26,3247170596584;-0,290747032316151;40,112575605123;1,15741735190116;34,6569675486847
ROC3;10;Brouté;Témoin;Mee.tri;5;0,1978;1;1;6;2;5;;;;;;3;0,001;0,012;3;2,5;2,5;1;2,5;;;;;;2,3;0;0;0;0,6;0,4;;;;;;0,2;0,6;0,7;1,2;0,4;;;;;;;0,725;0,8;;;;;;;;;;0,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,93;6,81;;6,87;21,7;;;;3,43799893560404;-25,6426334408115;-0,139965168024679;34,8441406398104;1,24768864787456;27,9269517272338
ROC3;14;Non Brouté;Exclos;Cal.ric;8;0,1051;1;1;1;3;1;1;1;1;;;1,25;0,0038;0,0039;2;1,6;2,3;2,9;1,9;1,5;3,2;3,7;;;2,3875;2;0,5;2,1;1,8;0,9;0,6;2,2;3;;;1,6375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,25;6,33;;6,29;21,7;0,07;;;1,91973969631236;-27,2771150672245;0,347400728814207;36,4666150281194;1,08497648483223;33,6105118755252
ROC3;14;Non Brouté;Exclos;Sco.rev;7;0,0844;1;1;1;1;1;1;2;;;;1,14285714285714;0,0012;0,004;1,2;1,5;1,3;0,8;1,2;1,1;2,1;;;;1,31428571428571;0;1,5;0,1;0;0;0;1,2;;;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,63;5,36;;5,495;21,7;0,09;;;1,36778449697636;-26,8246533484724;0,436897061167855;34,0338736553225;1,17911363484434;28,8639471630022
